Code	Strata	Date	Area	Trap	Temperature	Samp.day
C3NF1_42676	Canopy	11/02/16	NF1	Can3	13.8	1
C4NF1_42676	Canopy	11/02/16	NF1	Can4	18.3	1
C5NF1_42676	Canopy	11/02/16	NF1	Can5	13.2	1
C1NF2_42676	Canopy	11/02/16	NF2	Can1	17.5	1
C2NF2_42676	Canopy	11/02/16	NF2	Can2	20.5	1
C3NF2_42676	Canopy	11/02/16	NF2	Can3	26.0	1
C4NF2_42676	Canopy	11/02/16	NF2	Can4	22.1	1
C5NF2_42676	Canopy	11/02/16	NF2	Can5	17.4	1
C1NF3_42676	Canopy	11/02/16	NF3	Can1	17.1	1
C2NF3_42676	Canopy	11/02/16	NF3	Can2	24.0	1
C3NF3_42676	Canopy	11/02/16	NF3	Can3	25.3	1
C4NF3_42676	Canopy	11/02/16	NF3	Can4	26.5	1
C5NF3_42676	Canopy	11/02/16	NF3	Can5	16.2	1
U1NF1_42676	Understory	11/02/16	NF1	Und1	13.5	1
U2NF1_42676	Understory	11/02/16	NF1	Und2	10.3	1
U3NF1_42676	Understory	11/02/16	NF1	Und3	13.0	1
U4NF1_42676	Understory	11/02/16	NF1	Und4	16.3	1
U5NF1_42676	Understory	11/02/16	NF1	Und5	13.3	1
U1NF2_42676	Understory	11/02/16	NF2	Und1	17.2	1
U2NF2_42676	Understory	11/02/16	NF2	Und2	17.0	1
U3NF2_42676	Understory	11/02/16	NF2	Und3	21.8	1
U4NF2_42676	Understory	11/02/16	NF2	Und4	17.7	1
U5NF2_42676	Understory	11/02/16	NF2	Und5	16.2	1
U1NF3_42676	Understory	11/02/16	NF3	Und1	16.4	1
U2NF3_42676	Understory	11/02/16	NF3	Und2	21.0	1
U3NF3_42676	Understory	11/02/16	NF3	Und3	23.0	1
U4NF3_42676	Understory	11/02/16	NF3	Und4	24.6	1
U5NF3_42676	Understory	11/02/16	NF3	Und5	17.2	1
C1NF4_42677	Canopy	11/03/16	NF4	Can1	14.2	2
C2NF4_42677	Canopy	11/03/16	NF4	Can2	21.8	2
C3NF4_42677	Canopy	11/03/16	NF4	Can3	23.2	2
C4NF4_42677	Canopy	11/03/16	NF4	Can4	21.2	2
C5NF4_42677	Canopy	11/03/16	NF4	Can5	10.3	2
C1NF5_42677	Canopy	11/03/16	NF5	Can1	16.0	2
C2NF5_42677	Canopy	11/03/16	NF5	Can2	23.0	2
C3NF5_42677	Canopy	11/03/16	NF5	Can3	24.2	2
C4NF5_42677	Canopy	11/03/16	NF5	Can4	21.1	2
C5NF5_42677	Canopy	11/03/16	NF5	Can5	12.4	2
C1NF6_42677	Canopy	11/03/16	NF6	Can1	17.0	2
C2NF6_42677	Canopy	11/03/16	NF6	Can2	24.0	2
C3NF6_42677	Canopy	11/03/16	NF6	Can3	29.6	2
C4NF6_42677	Canopy	11/03/16	NF6	Can4	24.5	2
C5NF6_42677	Canopy	11/03/16	NF6	Can5	18.1	2
U1NF4_42677	Understory	11/03/16	NF4	Und1	9.0	2
U2NF4_42677	Understory	11/03/16	NF4	Und2	18.6	2
U3NF4_42677	Understory	11/03/16	NF4	Und3	22.8	2
U4NF4_42677	Understory	11/03/16	NF4	Und4	18.9	2
U5NF4_42677	Understory	11/03/16	NF4	Und5	9.5	2
U1NF5_42677	Understory	11/03/16	NF5	Und1	13.7	2
U2NF5_42677	Understory	11/03/16	NF5	Und2	21.5	2
U3NF5_42677	Understory	11/03/16	NF5	Und3	23.0	2
U4NF5_42677	Understory	11/03/16	NF5	Und4	18.6	2
U5NF5_42677	Understory	11/03/16	NF5	Und5	11.7	2
U1NF6_42677	Understory	11/03/16	NF6	Und1	15.6	2
U2NF6_42677	Understory	11/03/16	NF6	Und2	22.2	2
U3NF6_42677	Understory	11/03/16	NF6	Und3	24.5	2
U4NF6_42677	Understory	11/03/16	NF6	Und4	23.0	2
U5NF6_42677	Understory	11/03/16	NF6	Und5	13.7	2
C1NF1_42678	Canopy	11/04/16	NF1	Can1	14.2	2
C2NF1_42678	Canopy	11/04/16	NF1	Can2	17.0	2
C3NF1_42678	Canopy	11/04/16	NF1	Can3	17.4	2
C4NF1_42678	Canopy	11/04/16	NF1	Can4	12.5	2
C5NF1_42678	Canopy	11/04/16	NF1	Can5	11.1	2
C1NF2_42678	Canopy	11/04/16	NF2	Can1	20.0	2
C2NF2_42678	Canopy	11/04/16	NF2	Can2	26.0	2
C3NF2_42678	Canopy	11/04/16	NF2	Can3	22.0	2
C4NF2_42678	Canopy	11/04/16	NF2	Can4	16.1	2
C5NF2_42678	Canopy	11/04/16	NF2	Can5	23.0	2
C1NF3_42678	Canopy	11/04/16	NF3	Can1	30.0	2
C2NF3_42678	Canopy	11/04/16	NF3	Can2	30.3	2
C3NF3_42678	Canopy	11/04/16	NF3	Can3	31.0	2
C4NF3_42678	Canopy	11/04/16	NF3	Can4	15.3	2
C5NF3_42678	Canopy	11/04/16	NF3	Can5	24.2	2
U1NF1_42678	Understory	11/04/16	NF1	Und1	11.0	2
U2NF1_42678	Understory	11/04/16	NF1	Und2	14.0	2
U3NF1_42678	Understory	11/04/16	NF1	Und3	16.4	2
U4NF1_42678	Understory	11/04/16	NF1	Und4	13.0	2
U5NF1_42678	Understory	11/04/16	NF1	Und5	9.6	2
U1NF2_42678	Understory	11/04/16	NF2	Und1	19.0	2
U2NF2_42678	Understory	11/04/16	NF2	Und2	22.3	2
U3NF2_42678	Understory	11/04/16	NF2	Und3	18.2	2
U4NF2_42678	Understory	11/04/16	NF2	Und4	15.8	2
U5NF2_42678	Understory	11/04/16	NF2	Und5	16.2	2
U1NF3_42678	Understory	11/04/16	NF3	Und1	22.0	2
U2NF3_42678	Understory	11/04/16	NF3	Und2	22.5	2
U3NF3_42678	Understory	11/04/16	NF3	Und3	22.6	2
U4NF3_42678	Understory	11/04/16	NF3	Und4	16.5	2
U5NF3_42678	Understory	11/04/16	NF3	Und5	18.0	2
C1NF4_42679	Canopy	11/05/16	NF4	Can1	23.5	3
C2NF4_42679	Canopy	11/05/16	NF4	Can2	24.3	3
C3NF4_42679	Canopy	11/05/16	NF4	Can3	20.1	3
C4NF4_42679	Canopy	11/05/16	NF4	Can4	8.8	3
C5NF4_42679	Canopy	11/05/16	NF4	Can5	21.0	3
C1NF5_42679	Canopy	11/05/16	NF5	Can1	23.4	3
C2NF5_42679	Canopy	11/05/16	NF5	Can2	26.3	3
C3NF5_42679	Canopy	11/05/16	NF5	Can3	22.0	3
C4NF5_42679	Canopy	11/05/16	NF5	Can4	14.5	3
C5NF5_42679	Canopy	11/05/16	NF5	Can5	22.5	3
C1NF6_42679	Canopy	11/05/16	NF6	Can1	24.6	3
C2NF6_42679	Canopy	11/05/16	NF6	Can2	27.6	3
C3NF6_42679	Canopy	11/05/16	NF6	Can3	24.3	3
C4NF6_42679	Canopy	11/05/16	NF6	Can4	15.4	3
C5NF6_42679	Canopy	11/05/16	NF6	Can5	24.6	3
U1NF4_42679	Understory	11/05/16	NF4	Und1	20.4	3
U2NF4_42679	Understory	11/05/16	NF4	Und2	21.9	3
U3NF4_42679	Understory	11/05/16	NF4	Und3	19.4	3
U4NF4_42679	Understory	11/05/16	NF4	Und4	8.6	3
U5NF4_42679	Understory	11/05/16	NF4	Und5	20.5	3
U1NF5_42679	Understory	11/05/16	NF5	Und1	21.1	3
U2NF5_42679	Understory	11/05/16	NF5	Und2	22.1	3
U3NF5_42679	Understory	11/05/16	NF5	Und3	20.4	3
U4NF5_42679	Understory	11/05/16	NF5	Und4	10.2	3
U5NF5_42679	Understory	11/05/16	NF5	Und5	20.2	3
U1NF6_42679	Understory	11/05/16	NF6	Und1	22.0	3
U2NF6_42679	Understory	11/05/16	NF6	Und2	23.7	3
U3NF6_42679	Understory	11/05/16	NF6	Und3	22.4	3
U4NF6_42679	Understory	11/05/16	NF6	Und4	15.2	3
U5NF6_42679	Understory	11/05/16	NF6	Und5	25.6	3
C1NF1_42680	Canopy	11/06/16	NF1	Can1	15.1	3
C2NF1_42680	Canopy	11/06/16	NF1	Can2	18.9	3
C3NF1_42680	Canopy	11/06/16	NF1	Can3	14.1	3
C4NF1_42680	Canopy	11/06/16	NF1	Can4	16.0	3
C5NF1_42680	Canopy	11/06/16	NF1	Can5	20.7	3
C1NF2_42680	Canopy	11/06/16	NF2	Can1	25.1	3
C2NF2_42680	Canopy	11/06/16	NF2	Can2	20.5	3
C3NF2_42680	Canopy	11/06/16	NF2	Can3	15.8	3
C4NF2_42680	Canopy	11/06/16	NF2	Can4	20.2	3
C5NF2_42680	Canopy	11/06/16	NF2	Can5	28.0	3
C1NF3_42680	Canopy	11/06/16	NF3	Can1	25.1	3
C2NF3_42680	Canopy	11/06/16	NF3	Can2	29.5	3
C3NF3_42680	Canopy	11/06/16	NF3	Can3	16.1	3
C4NF3_42680	Canopy	11/06/16	NF3	Can4	21.2	3
C5NF3_42680	Canopy	11/06/16	NF3	Can5	26.5	3
U1NF1_42680	Understory	11/06/16	NF1	Und1	13.2	3
U2NF1_42680	Understory	11/06/16	NF1	Und2	16.2	3
U3NF1_42680	Understory	11/06/16	NF1	Und3	12.8	3
U4NF1_42680	Understory	11/06/16	NF1	Und4	10.8	3
U5NF1_42680	Understory	11/06/16	NF1	Und5	14.7	3
U1NF2_42680	Understory	11/06/16	NF2	Und1	25.1	3
U2NF2_42680	Understory	11/06/16	NF2	Und2	18.1	3
U3NF2_42680	Understory	11/06/16	NF2	Und3	15.9	3
U4NF2_42680	Understory	11/06/16	NF2	Und4	17.5	3
U5NF2_42680	Understory	11/06/16	NF2	Und5	23.0	3
U1NF3_42680	Understory	11/06/16	NF3	Und1	23.4	3
U2NF3_42680	Understory	11/06/16	NF3	Und2	21.8	3
U3NF3_42680	Understory	11/06/16	NF3	Und3	16.3	3
U4NF3_42680	Understory	11/06/16	NF3	Und4	21.0	3
U5NF3_42680	Understory	11/06/16	NF3	Und5	23.0	3
C1NF4_42680	Canopy	11/06/16	NF4	Can1	26.0	4
C2NF4_42680	Canopy	11/06/16	NF4	Can2	21.1	4
C3NF4_42680	Canopy	11/06/16	NF4	Can3	11.5	4
C4NF4_42680	Canopy	11/06/16	NF4	Can4	21.8	4
C5NF4_42680	Canopy	11/06/16	NF4	Can5	23.7	4
C1NF5_42680	Canopy	11/06/16	NF5	Can1	25.1	4
C2NF5_42680	Canopy	11/06/16	NF5	Can2	21.8	4
C3NF5_42680	Canopy	11/06/16	NF5	Can3	22.1	4
C4NF5_42680	Canopy	11/06/16	NF5	Can4	24.7	4
C5NF5_42680	Canopy	11/06/16	NF5	Can5	NA	4
C1NF6_42680	Canopy	11/06/16	NF6	Can1	26.2	4
C2NF6_42680	Canopy	11/06/16	NF6	Can2	25.0	4
C3NF6_42680	Canopy	11/06/16	NF6	Can3	18.1	4
C4NF6_42680	Canopy	11/06/16	NF6	Can4	24.2	4
C5NF6_42680	Canopy	11/06/16	NF6	Can5	26.7	4
U1NF4_42680	Understory	11/06/16	NF4	Und1	22.9	4
U2NF4_42680	Understory	11/06/16	NF4	Und2	19.4	4
U3NF4_42680	Understory	11/06/16	NF4	Und3	9.4	4
U4NF4_42680	Understory	11/06/16	NF4	Und4	21.3	4
U5NF4_42680	Understory	11/06/16	NF4	Und5	23.2	4
U1NF5_42680	Understory	11/06/16	NF5	Und1	22.6	4
U2NF5_42680	Understory	11/06/16	NF5	Und2	20.3	4
U3NF5_42680	Understory	11/06/16	NF5	Und3	11.5	4
U4NF5_42680	Understory	11/06/16	NF5	Und4	21.4	4
U5NF5_42680	Understory	11/06/16	NF5	Und5	24.2	4
U1NF6_42680	Understory	11/06/16	NF6	Und1	24.5	4
U2NF6_42680	Understory	11/06/16	NF6	Und2	23.2	4
U3NF6_42680	Understory	11/06/16	NF6	Und3	16.5	4
U4NF6_42680	Understory	11/06/16	NF6	Und4	23.0	4
U5NF6_42680	Understory	11/06/16	NF6	Und5	21.9	4
C1NF1_42681	Canopy	11/07/16	NF1	Can1	21.1	4
C2NF1_42681	Canopy	11/07/16	NF1	Can2	12.5	4
C3NF1_42681	Canopy	11/07/16	NF1	Can3	15.4	4
C4NF1_42681	Canopy	11/07/16	NF1	Can4	17.1	4
C5NF1_42681	Canopy	11/07/16	NF1	Can5	18.5	4
C1NF2_42681	Canopy	11/07/16	NF2	Can1	26.2	4
C2NF2_42681	Canopy	11/07/16	NF2	Can2	16.5	4
C3NF2_42681	Canopy	11/07/16	NF2	Can3	20.2	4
C4NF2_42681	Canopy	11/07/16	NF2	Can4	25.2	4
C5NF2_42681	Canopy	11/07/16	NF2	Can5	20.4	4
C1NF3_42681	Canopy	11/07/16	NF3	Can1	25.0	4
C2NF3_42681	Canopy	11/07/16	NF3	Can2	15.8	4
C3NF3_42681	Canopy	11/07/16	NF3	Can3	22.7	4
C4NF3_42681	Canopy	11/07/16	NF3	Can4	26.1	4
C5NF3_42681	Canopy	11/07/16	NF3	Can5	31.0	4
U1NF1_42681	Understory	11/07/16	NF1	Und1	16.3	4
U2NF1_42681	Understory	11/07/16	NF1	Und2	12.2	4
U3NF1_42681	Understory	11/07/16	NF1	Und3	11.7	4
U4NF1_42681	Understory	11/07/16	NF1	Und4	14.5	4
U5NF1_42681	Understory	11/07/16	NF1	Und5	16.5	4
U1NF2_42681	Understory	11/07/16	NF2	Und1	22.3	4
U2NF2_42681	Understory	11/07/16	NF2	Und2	16.1	4
U3NF2_42681	Understory	11/07/16	NF2	Und3	17.6	4
U4NF2_42681	Understory	11/07/16	NF2	Und4	21.8	4
U5NF2_42681	Understory	11/07/16	NF2	Und5	20.3	4
U1NF3_42681	Understory	11/07/16	NF3	Und1	22.4	4
U2NF3_42681	Understory	11/07/16	NF3	Und2	16.1	4
U3NF3_42681	Understory	11/07/16	NF3	Und3	18.0	4
U4NF3_42681	Understory	11/07/16	NF3	Und4	24.5	4
U5NF3_42681	Understory	11/07/16	NF3	Und5	25.3	4
C1NF1_42713	Canopy	12/09/16	NF1	Can1	13.2	1
C2NF1_42713	Canopy	12/09/16	NF1	Can2	13.5	1
C3NF1_42713	Canopy	12/09/16	NF1	Can3	15.0	1
C4NF1_42713	Canopy	12/09/16	NF1	Can4	13.0	1
C5NF1_42713	Canopy	12/09/16	NF1	Can5	13.0	1
C1NF2_42713	Canopy	12/09/16	NF2	Can1	16.2	1
C2NF2_42713	Canopy	12/09/16	NF2	Can2	17.8	1
C3NF2_42713	Canopy	12/09/16	NF2	Can3	15.8	1
C4NF2_42713	Canopy	12/09/16	NF2	Can4	16.1	1
C5NF2_42713	Canopy	12/09/16	NF2	Can5	15.2	1
C1NF3_42713	Canopy	12/09/16	NF3	Can1	16.4	1
C2NF3_42713	Canopy	12/09/16	NF3	Can2	16.6	1
C3NF3_42713	Canopy	12/09/16	NF3	Can3	15.4	1
C4NF3_42713	Canopy	12/09/16	NF3	Can4	16.2	1
C5NF3_42713	Canopy	12/09/16	NF3	Can5	15.2	1
U1NF1_42713	Understory	12/09/16	NF1	Und1	13.3	1
U2NF1_42713	Understory	12/09/16	NF1	Und2	13.0	1
U3NF1_42713	Understory	12/09/16	NF1	Und3	13.0	1
U4NF1_42713	Understory	12/09/16	NF1	Und4	13.1	1
U5NF1_42713	Understory	12/09/16	NF1	Und5	11.1	1
U1NF2_42713	Understory	12/09/16	NF2	Und1	14.9	1
U2NF2_42713	Understory	12/09/16	NF2	Und2	14.8	1
U3NF2_42713	Understory	12/09/16	NF2	Und3	14.2	1
U4NF2_42713	Understory	12/09/16	NF2	Und4	14.9	1
U5NF2_42713	Understory	12/09/16	NF2	Und5	15.0	1
U1NF3_42713	Understory	12/09/16	NF3	Und1	15.3	1
U2NF3_42713	Understory	12/09/16	NF3	Und2	15.2	1
U3NF3_42713	Understory	12/09/16	NF3	Und3	15.3	1
U4NF3_42713	Understory	12/09/16	NF3	Und4	15.3	1
U5NF3_42713	Understory	12/09/16	NF3	Und5	14.5	1
C1NF4_42714	Canopy	12/10/16	NF4	Can1	24.1	1
C2NF4_42714	Canopy	12/10/16	NF4	Can2	26.5	1
C3NF4_42714	Canopy	12/10/16	NF4	Can3	21.9	1
C4NF4_42714	Canopy	12/10/16	NF4	Can4	23.0	1
C5NF4_42714	Canopy	12/10/16	NF4	Can5	26.0	1
C1NF5_42714	Canopy	12/10/16	NF5	Can1	20.4	1
C2NF5_42714	Canopy	12/10/16	NF5	Can2	19.4	1
C3NF5_42714	Canopy	12/10/16	NF5	Can3	21.7	1
C4NF5_42714	Canopy	12/10/16	NF5	Can4	22.4	1
C5NF5_42714	Canopy	12/10/16	NF5	Can5	20.6	1
C1NF6_42714	Canopy	12/10/16	NF6	Can1	19.5	1
C2NF6_42714	Canopy	12/10/16	NF6	Can2	16.1	1
C3NF6_42714	Canopy	12/10/16	NF6	Can3	17.1	1
C4NF6_42714	Canopy	12/10/16	NF6	Can4	17.5	1
C5NF6_42714	Canopy	12/10/16	NF6	Can5	16.0	1
U1NF4_42714	Understory	12/10/16	NF4	Und1	17.5	1
U2NF4_42714	Understory	12/10/16	NF4	Und2	19.7	1
U3NF4_42714	Understory	12/10/16	NF4	Und3	19.5	1
U4NF4_42714	Understory	12/10/16	NF4	Und4	19.7	1
U5NF4_42714	Understory	12/10/16	NF4	Und5	19.6	1
U1NF5_42714	Understory	12/10/16	NF5	Und1	18.1	1
U2NF5_42714	Understory	12/10/16	NF5	Und2	19.2	1
U3NF5_42714	Understory	12/10/16	NF5	Und3	17.9	1
U4NF5_42714	Understory	12/10/16	NF5	Und4	18.6	1
U5NF5_42714	Understory	12/10/16	NF5	Und5	18.9	1
U1NF6_42714	Understory	12/10/16	NF6	Und1	16.6	1
U2NF6_42714	Understory	12/10/16	NF6	Und2	16.3	1
U3NF6_42714	Understory	12/10/16	NF6	Und3	16.2	1
U4NF6_42714	Understory	12/10/16	NF6	Und4	15.8	1
U5NF6_42714	Understory	12/10/16	NF6	Und5	15.0	1
C1NF1_42715	Canopy	12/11/16	NF1	Can1	NA	2
C2NF1_42715	Canopy	12/11/16	NF1	Can2	22.9	2
C3NF1_42715	Canopy	12/11/16	NF1	Can3	26.3	2
C4NF1_42715	Canopy	12/11/16	NF1	Can4	24.0	2
C5NF1_42715	Canopy	12/11/16	NF1	Can5	25.5	2
C1NF2_42715	Canopy	12/11/16	NF2	Can1	25.0	2
C2NF2_42715	Canopy	12/11/16	NF2	Can2	19.4	2
C3NF2_42715	Canopy	12/11/16	NF2	Can3	28.3	2
C4NF2_42715	Canopy	12/11/16	NF2	Can4	28.0	2
C5NF2_42715	Canopy	12/11/16	NF2	Can5	26.4	2
C1NF3_42715	Canopy	12/11/16	NF3	Can1	29.8	2
C2NF3_42715	Canopy	12/11/16	NF3	Can2	29.4	2
C3NF3_42715	Canopy	12/11/16	NF3	Can3	30.6	2
C4NF3_42715	Canopy	12/11/16	NF3	Can4	31.2	2
C5NF3_42715	Canopy	12/11/16	NF3	Can5	25.8	2
U1NF1_42715	Understory	12/11/16	NF1	Und1	19.1	2
U2NF1_42715	Understory	12/11/16	NF1	Und2	18.9	2
U3NF1_42715	Understory	12/11/16	NF1	Und3	18.6	2
U4NF1_42715	Understory	12/11/16	NF1	Und4	18.7	2
U5NF1_42715	Understory	12/11/16	NF1	Und5	17.7	2
U1NF2_42715	Understory	12/11/16	NF2	Und1	18.3	2
U2NF2_42715	Understory	12/11/16	NF2	Und2	19.4	2
U3NF2_42715	Understory	12/11/16	NF2	Und3	19.5	2
U4NF2_42715	Understory	12/11/16	NF2	Und4	20.0	2
U5NF2_42715	Understory	12/11/16	NF2	Und5	19.3	2
U1NF3_42715	Understory	12/11/16	NF3	Und1	21.3	2
U2NF3_42715	Understory	12/11/16	NF3	Und2	19.7	2
U3NF3_42715	Understory	12/11/16	NF3	Und3	21.5	2
U4NF3_42715	Understory	12/11/16	NF3	Und4	19.6	2
U5NF3_42715	Understory	12/11/16	NF3	Und5	21.5	2
C1NF4_42716	Canopy	12/12/16	NF4	Can1	28.1	2
C2NF4_42716	Canopy	12/12/16	NF4	Can2	32.0	2
C3NF4_42716	Canopy	12/12/16	NF4	Can3	31.1	2
C4NF4_42716	Canopy	12/12/16	NF4	Can4	26.6	2
C5NF4_42716	Canopy	12/12/16	NF4	Can5	27.1	2
C1NF5_42716	Canopy	12/12/16	NF5	Can1	31.5	2
C2NF5_42716	Canopy	12/12/16	NF5	Can2	30.7	2
C3NF5_42716	Canopy	12/12/16	NF5	Can3	28.4	2
C4NF5_42716	Canopy	12/12/16	NF5	Can4	34.3	2
C5NF5_42716	Canopy	12/12/16	NF5	Can5	30.4	2
C1NF6_42716	Canopy	12/12/16	NF6	Can1	29.0	2
C2NF6_42716	Canopy	12/12/16	NF6	Can2	30.7	2
C3NF6_42716	Canopy	12/12/16	NF6	Can3	28.5	2
C4NF6_42716	Canopy	12/12/16	NF6	Can4	NA	2
C5NF6_42716	Canopy	12/12/16	NF6	Can5	29.5	2
U1NF4_42716	Understory	12/12/16	NF4	Und1	22.6	2
U2NF4_42716	Understory	12/12/16	NF4	Und2	24.6	2
U3NF4_42716	Understory	12/12/16	NF4	Und3	25.9	2
U4NF4_42716	Understory	12/12/16	NF4	Und4	23.9	2
U5NF4_42716	Understory	12/12/16	NF4	Und5	23.3	2
U1NF5_42716	Understory	12/12/16	NF5	Und1	22.2	2
U2NF5_42716	Understory	12/12/16	NF5	Und2	22.9	2
U3NF5_42716	Understory	12/12/16	NF5	Und3	24.7	2
U4NF5_42716	Understory	12/12/16	NF5	Und4	23.1	2
U5NF5_42716	Understory	12/12/16	NF5	Und5	25.1	2
U1NF6_42716	Understory	12/12/16	NF6	Und1	19.8	2
U2NF6_42716	Understory	12/12/16	NF6	Und2	19.4	2
U3NF6_42716	Understory	12/12/16	NF6	Und3	21.6	2
U4NF6_42716	Understory	12/12/16	NF6	Und4	19.7	2
U5NF6_42716	Understory	12/12/16	NF6	Und5	20.3	2
C1NF1_42717	Canopy	12/13/16	NF1	Can1	20.3	3
C2NF1_42717	Canopy	12/13/16	NF1	Can2	20.7	3
C3NF1_42717	Canopy	12/13/16	NF1	Can3	24.7	3
C4NF1_42717	Canopy	12/13/16	NF1	Can4	21.1	3
C5NF1_42717	Canopy	12/13/16	NF1	Can5	22.1	3
C1NF2_42717	Canopy	12/13/16	NF2	Can1	26.4	3
C2NF2_42717	Canopy	12/13/16	NF2	Can2	24.4	3
C3NF2_42717	Canopy	12/13/16	NF2	Can3	30.5	3
C4NF2_42717	Canopy	12/13/16	NF2	Can4	35.2	3
C5NF2_42717	Canopy	12/13/16	NF2	Can5	28.5	3
C1NF3_42717	Canopy	12/13/16	NF3	Can1	29.3	3
C2NF3_42717	Canopy	12/13/16	NF3	Can2	28.0	3
C3NF3_42717	Canopy	12/13/16	NF3	Can3	36.2	3
C4NF3_42717	Canopy	12/13/16	NF3	Can4	31.7	3
C5NF3_42717	Canopy	12/13/16	NF3	Can5	27.3	3
U1NF1_42717	Understory	12/13/16	NF1	Und1	18.5	3
U2NF1_42717	Understory	12/13/16	NF1	Und2	18.2	3
U3NF1_42717	Understory	12/13/16	NF1	Und3	18.9	3
U4NF1_42717	Understory	12/13/16	NF1	Und4	19.2	3
U5NF1_42717	Understory	12/13/16	NF1	Und5	17.7	3
U1NF2_42717	Understory	12/13/16	NF2	Und1	20.7	3
U2NF2_42717	Understory	12/13/16	NF2	Und2	20.5	3
U3NF2_42717	Understory	12/13/16	NF2	Und3	22.4	3
U4NF2_42717	Understory	12/13/16	NF2	Und4	22.8	3
U5NF2_42717	Understory	12/13/16	NF2	Und5	21.6	3
U1NF3_42717	Understory	12/13/16	NF3	Und1	24.7	3
U2NF3_42717	Understory	12/13/16	NF3	Und2	23.3	3
U3NF3_42717	Understory	12/13/16	NF3	Und3	24.2	3
U4NF3_42717	Understory	12/13/16	NF3	Und4	23.7	3
U5NF3_42717	Understory	12/13/16	NF3	Und5	23.6	3
C1NF4_42718	Canopy	12/14/16	NF4	Can1	24.2	3
C2NF4_42718	Canopy	12/14/16	NF4	Can2	25.7	3
C3NF4_42718	Canopy	12/14/16	NF4	Can3	23.2	3
C4NF4_42718	Canopy	12/14/16	NF4	Can4	28.0	3
C5NF4_42718	Canopy	12/14/16	NF4	Can5	24.2	3
C1NF5_42718	Canopy	12/14/16	NF5	Can1	25.2	3
C2NF5_42718	Canopy	12/14/16	NF5	Can2	29.6	3
C3NF5_42718	Canopy	12/14/16	NF5	Can3	20.7	3
C4NF5_42718	Canopy	12/14/16	NF5	Can4	24.3	3
C5NF5_42718	Canopy	12/14/16	NF5	Can5	22.5	3
C1NF6_42718	Canopy	12/14/16	NF6	Can1	19.2	3
C2NF6_42718	Canopy	12/14/16	NF6	Can2	16.7	3
C3NF6_42718	Canopy	12/14/16	NF6	Can3	14.8	3
C4NF6_42718	Canopy	12/14/16	NF6	Can4	14.2	3
C5NF6_42718	Canopy	12/14/16	NF6	Can5	16.7	3
U1NF4_42718	Understory	12/14/16	NF4	Und1	18.3	3
U2NF4_42718	Understory	12/14/16	NF4	Und2	19.8	3
U3NF4_42718	Understory	12/14/16	NF4	Und3	19.3	3
U4NF4_42718	Understory	12/14/16	NF4	Und4	19.0	3
U5NF4_42718	Understory	12/14/16	NF4	Und5	18.3	3
U1NF5_42718	Understory	12/14/16	NF5	Und1	19.7	3
U2NF5_42718	Understory	12/14/16	NF5	Und2	17.0	3
U3NF5_42718	Understory	12/14/16	NF5	Und3	15.5	3
U4NF5_42718	Understory	12/14/16	NF5	Und4	15.9	3
U5NF5_42718	Understory	12/14/16	NF5	Und5	15.8	3
U1NF6_42718	Understory	12/14/16	NF6	Und1	13.1	3
U2NF6_42718	Understory	12/14/16	NF6	Und2	13.7	3
U3NF6_42718	Understory	12/14/16	NF6	Und3	12.3	3
U4NF6_42718	Understory	12/14/16	NF6	Und4	13.8	3
U5NF6_42718	Understory	12/14/16	NF6	Und5	13.7	3
C1NF1_42719	Canopy	12/15/16	NF1	Can1	14.2	4
C2NF1_42719	Canopy	12/15/16	NF1	Can2	15.0	4
C3NF1_42719	Canopy	12/15/16	NF1	Can3	19.7	4
C4NF1_42719	Canopy	12/15/16	NF1	Can4	16.7	4
C5NF1_42719	Canopy	12/15/16	NF1	Can5	15.4	4
C1NF2_42719	Canopy	12/15/16	NF2	Can1	21.7	4
C2NF2_42719	Canopy	12/15/16	NF2	Can2	21.2	4
C3NF2_42719	Canopy	12/15/16	NF2	Can3	25.2	4
C4NF2_42719	Canopy	12/15/16	NF2	Can4	25.5	4
C5NF2_42719	Canopy	12/15/16	NF2	Can5	22.3	4
C1NF3_42719	Canopy	12/15/16	NF3	Can1	24.4	4
C2NF3_42719	Canopy	12/15/16	NF3	Can2	28.0	4
C3NF3_42719	Canopy	12/15/16	NF3	Can3	27.0	4
C4NF3_42719	Canopy	12/15/16	NF3	Can4	26.4	4
C5NF3_42719	Canopy	12/15/16	NF3	Can5	25.5	4
U1NF1_42719	Understory	12/15/16	NF1	Und1	12.5	4
U2NF1_42719	Understory	12/15/16	NF1	Und2	12.6	4
U3NF1_42719	Understory	12/15/16	NF1	Und3	12.4	4
U4NF1_42719	Understory	12/15/16	NF1	Und4	12.7	4
U5NF1_42719	Understory	12/15/16	NF1	Und5	12.1	4
U1NF2_42719	Understory	12/15/16	NF2	Und1	NA	4
U2NF2_42719	Understory	12/15/16	NF2	Und2	17.1	4
U3NF2_42719	Understory	12/15/16	NF2	Und3	18.8	4
U4NF2_42719	Understory	12/15/16	NF2	Und4	20.4	4
U5NF2_42719	Understory	12/15/16	NF2	Und5	19.4	4
U1NF3_42719	Understory	12/15/16	NF3	Und1	27.8	4
U2NF3_42719	Understory	12/15/16	NF3	Und2	20.2	4
U3NF3_42719	Understory	12/15/16	NF3	Und3	20.0	4
U4NF3_42719	Understory	12/15/16	NF3	Und4	20.0	4
